,implementation,preprocess,mean_type,distance,threshold,f1,accuracy
432,USE,lower,median,l1,16.3719133649554,0.215960766830138,0.511771238200999
143,USE,lower_clean,median,l1,5.09000959850493,0.213367609254499,0.932037756801777
304,USE,lower,mean,l1,16.2098504929315,0.212899842684845,0.499944475291505
115,USE,lower_clean,mean,l2,0.920655313288412,0.212413793103448,0.492726263187118
19,USE,lower_clean,mean,l1,6.355012106517,0.211464968152866,0.931260410882843
497,USE,lower,median,l2,0.904556227864812,0.210362788997533,0.520210993892282
560,USE,none,mean,l1,16.2416280110677,0.209689955954746,0.491893392559689
210,USE,lower_clean,median,l2,0.329256691920046,0.209646302250804,0.9317601332593
369,USE,lower,mean,l2,0.894560452553776,0.209449087497868,0.485285952248751
723,USE,none,median,l2,0.352094605092212,0.208974358974359,0.931482509716824
400,USE,lower,median,l1,5.45730445498512,0.207741935483871,0.931815657967796
467,USE,lower,median,l2,0.350746292437376,0.206807964033398,0.931426985008329
753,USE,none,median,l2,0.908033455237811,0.205238222937338,0.506329816768462
84,USE,lower_clean,mean,l2,0.361041299328789,0.204865556978233,0.931038312048862
656,USE,none,median,l1,5.42909361824157,0.200777202072539,0.931482509716824
689,USE,none,median,l1,16.6265992058648,0.20059731209557,0.464963908939478
433,USE,lower,median,l1,16.7129948933919,0.198026262131963,0.454025541365908
275,USE,lower,mean,l1,6.41639915345207,0.19781631342325,0.930649639089395
625,USE,none,mean,l2,0.905078743296325,0.196204052214303,0.442698500832871
179,USE,lower_clean,median,l1,17.3060326349168,0.19504,0.441310383120489
244,USE,lower_clean,median,l2,0.951185998880133,0.194759031164752,0.459133814547474
51,USE,lower_clean,mean,l1,17.0581903911772,0.193741625285726,0.432037756801777
209,USE,lower_clean,median,l2,0.310964653480043,0.193506493506494,0.931038312048862
305,USE,lower,mean,l1,16.5475557115343,0.193440800444692,0.436035535813437
340,USE,lower,mean,l2,0.365126715328072,0.192134107027724,0.930427540255414
498,USE,lower,median,l2,0.923016559045726,0.192058481475328,0.459966685174903
596,USE,none,mean,l2,0.36941989522299,0.192010309278351,0.930372015546918
531,USE,none,mean,l1,6.42897775438097,0.191886670959433,0.930316490838423
561,USE,none,mean,l1,16.5799952612983,0.190775516618213,0.428151027207107
370,USE,lower,mean,l2,0.91281678832018,0.190468810538551,0.419933370349806
18,USE,lower_clean,mean,l1,6.02053778512137,0.190291262135922,0.930538589672404
83,USE,lower_clean,mean,l2,0.342989234362349,0.189364461738003,0.9305941143809
116,USE,lower_clean,mean,l2,0.938707378254851,0.189145620634068,0.413492504164353
754,USE,none,median,l2,0.926564750242664,0.187739151673044,0.446029983342587
690,USE,none,median,l1,16.9659175570049,0.18523058066493,0.409439200444198
722,USE,none,median,l2,0.333563310087359,0.183246073298429,0.93070516379789
434,USE,lower,median,l1,17.0540764218285,0.182899292488334,0.397223764575236
399,USE,lower,median,l1,5.11622292654855,0.182056319580877,0.930649639089395
142,USE,lower_clean,median,l1,4.75067562527127,0.181937172774869,0.9305941143809
626,USE,none,mean,l2,0.923549738057474,0.180639457786946,0.382454192115491
466,USE,lower,median,l2,0.332285961256461,0.179672131147541,0.930538589672404
306,USE,lower,mean,l1,16.885260930137,0.178500769399868,0.377512493059411
180,USE,lower_clean,median,l1,17.6453666081504,0.178232286340394,0.375347029428095
655,USE,none,median,l1,5.08977526710147,0.177281680892974,0.930427540255414
245,USE,lower_clean,median,l2,0.969478037320135,0.176783972386884,0.390838423098279
499,USE,lower,median,l2,0.941476890226641,0.176385615448947,0.398500832870627
562,USE,none,mean,l1,16.9183625115289,0.176171818313743,0.369572459744586
371,USE,lower,mean,l2,0.931073124086584,0.175860341990413,0.360410882842865
52,USE,lower_clean,mean,l1,17.3926647125729,0.175220986598232,0.357579122709606
755,USE,none,median,l2,0.945096045247518,0.172990737974305,0.385230427540255
691,USE,none,median,l1,17.305235908145,0.172283576772355,0.354969461410328
82,USE,lower_clean,mean,l2,0.32493716939591,0.171165240289664,0.930094392004442
17,USE,lower_clean,mean,l1,5.68606346372574,0.170940170940171,0.929983342587451
117,USE,lower_clean,mean,l2,0.956759443221291,0.170637119113573,0.335036091060522
435,USE,lower,median,l1,17.3951579502651,0.170502385630087,0.343586896168795
339,USE,lower,mean,l2,0.346870379561668,0.169291338582677,0.929705719044975
274,USE,lower,mean,l1,6.07869393484933,0.167979002624672,0.929594669627984
627,USE,none,mean,l2,0.942020732818624,0.167955649852851,0.324986118822876
530,USE,none,mean,l1,6.09061050415039,0.167868852459016,0.929539144919489
595,USE,none,mean,l2,0.35094890046184,0.16688567674113,0.929594669627984
307,USE,lower,mean,l1,17.2229661487398,0.166143773018688,0.321154913936702
563,USE,none,mean,l1,17.2567297617594,0.16417809607459,0.313103831204886
500,USE,lower,median,l2,0.959937221407555,0.164040974920523,0.342976124375347
372,USE,lower,mean,l2,0.949329459852987,0.163910376100293,0.303831204886174
181,USE,lower_clean,median,l1,17.9847005813841,0.163725424411192,0.30799555802332
756,USE,none,median,l2,0.963627340252371,0.1616682940438,0.33259300388673
692,USE,none,median,l1,17.6445542592851,0.161656646626587,0.303164908384231
246,USE,lower_clean,median,l2,0.987770075760138,0.161175666438824,0.318600777345919
53,USE,lower_clean,mean,l1,17.7271390339685,0.160653594771242,0.286951693503609
398,USE,lower,median,l1,4.77514139811198,0.160477453580902,0.929705719044975
465,USE,lower,median,l2,0.313825630075547,0.160477453580902,0.929705719044975
208,USE,lower_clean,median,l2,0.292672615040041,0.160371106693174,0.92965019433648
436,USE,lower,median,l1,17.7362394787016,0.16025303110174,0.292393114936147
721,USE,none,median,l2,0.315032015082506,0.159256801592568,0.92965019433648
628,USE,none,mean,l2,0.960491727579774,0.15690537084399,0.267851193781233
654,USE,none,median,l1,4.75045691596137,0.156810631229236,0.929539144919489
141,USE,lower_clean,median,l1,4.41134165203761,0.156602521566025,0.929428095502499
118,USE,lower_clean,mean,l2,0.97481150818773,0.156533892382949,0.262798445308162
308,USE,lower,mean,l1,17.5606713673425,0.155774395702775,0.266962798445308
16,USE,lower_clean,mean,l1,5.35158914233011,0.154255319148936,0.929372570794003
564,USE,none,mean,l1,17.59509701199,0.154011915325136,0.258856191004997
501,USE,lower,median,l2,0.97839755258847,0.153866542972633,0.291004997223765
373,USE,lower,mean,l2,0.967585795619391,0.153673022819631,0.248362021099389
693,USE,none,median,l1,17.9838726104252,0.152249134948097,0.251804553026097
182,USE,lower_clean,median,l1,18.3240345546177,0.151892430278884,0.2435313714603
757,USE,none,median,l2,0.982158635257224,0.151436031331593,0.278178789561355
437,USE,lower,median,l1,18.0773210071382,0.151187367897551,0.241865630205441
81,USE,lower_clean,mean,l2,0.306885104429471,0.149233844103931,0.929094947251527
529,USE,none,mean,l1,5.75224325391981,0.149233844103931,0.929094947251527
54,USE,lower_clean,mean,l1,18.0616133553641,0.148987756091648,0.220433092726263
247,USE,lower_clean,median,l2,1.00606211420014,0.148732181153021,0.250638534147696
594,USE,none,mean,l2,0.332477905700691,0.148197596795728,0.929150471960022
629,USE,none,mean,l2,0.978962722340923,0.147813516443802,0.214436424208773
207,USE,lower_clean,median,l2,0.274380576600038,0.146862483311081,0.929039422543032
309,USE,lower,mean,l1,17.8983765859453,0.146835443037975,0.214103275957801
119,USE,lower_clean,mean,l2,0.99286357315417,0.145686749837403,0.197723486951694
565,USE,none,mean,l1,17.9334642622206,0.145404499760651,0.206996113270405
374,USE,lower,mean,l2,0.985842131385795,0.14518606024808,0.196446418656302
502,USE,lower,median,l2,0.996857883769384,0.144824577802705,0.238034425319267
694,USE,none,median,l1,18.3231909615653,0.14427949681035,0.20305385896724
438,USE,lower,median,l1,18.4184025355748,0.143067239249368,0.19117157134925
183,USE,lower_clean,median,l1,18.6633685278514,0.142690058479532,0.186007773459189
758,USE,none,median,l2,1.00068993026208,0.14247988699871,0.2247084952804
338,USE,lower,mean,l2,0.328614043795265,0.141995981245814,0.928872848417546
140,USE,lower_clean,median,l1,4.07200767880394,0.14190093708166,0.928817323709051
273,USE,lower,mean,l1,5.74098871624659,0.14180602006689,0.928761799000555
55,USE,lower_clean,mean,l1,18.3960876767598,0.140908048612704,0.167906718489728
630,USE,none,mean,l2,0.997433717102072,0.140308747855918,0.165130483064964
310,USE,lower,mean,l1,18.236081804548,0.139823212030766,0.167906718489728
248,USE,lower_clean,median,l2,1.02435415264014,0.138766390309872,0.186729594669628
566,USE,none,mean,l1,18.2718315124512,0.138690714000343,0.162076624097724
375,USE,lower,mean,l2,1.0040984671522,0.138346372488321,0.149972237645752
120,USE,lower_clean,mean,l2,1.01091563812061,0.138151260504202,0.145807884508606
695,USE,none,median,l1,18.6625093127054,0.137750455373406,0.158911715713493
439,USE,lower,median,l1,18.7594840640113,0.137269289383078,0.151304830649639
503,USE,lower,median,l2,1.0153182149503,0.136665686562776,0.184841754580788
184,USE,lower_clean,median,l1,19.0027025010851,0.136442431359392,0.142531926707385
397,USE,lower,median,l1,4.43405986967541,0.135843981170141,0.928650749583565
653,USE,none,median,l1,4.41113856482127,0.135843981170141,0.928650749583565
56,USE,lower_clean,mean,l1,18.7305619981554,0.135330066618951,0.127984453081621
631,USE,none,mean,l2,1.01590471186322,0.135019241341396,0.126374236535258
759,USE,none,median,l2,1.01922122526693,0.134898042177424,0.17318156579678
311,USE,lower,mean,l1,18.5737870231507,0.134741965816693,0.131426985008329
206,USE,lower_clean,median,l2,0.256088538160036,0.134408602150538,0.928484175458079
567,USE,none,mean,l1,18.6101987626817,0.133980261344213,0.127873403664631
376,USE,lower,mean,l2,1.0223548029186,0.133848413950705,0.116102165463631
464,USE,lower,median,l2,0.295365298894632,0.133423180592992,0.928595224875069
720,USE,none,median,l2,0.296500720077653,0.133423180592992,0.928595224875069
121,USE,lower_clean,mean,l2,1.02896770308705,0.133304502946105,0.109772348695169
696,USE,none,median,l1,19.0018276638455,0.133186571271326,0.125485841199334
440,USE,lower,median,l1,19.1005655924479,0.132823593664664,0.118378678511938
185,USE,lower_clean,median,l1,19.3420364743187,0.132177681473456,0.110494169905608
249,USE,lower_clean,median,l2,1.04264619108015,0.132050134288272,0.13870072182121
57,USE,lower_clean,mean,l1,19.065036319551,0.131718557419217,0.100333148250972
632,USE,none,mean,l2,1.03437570662437,0.131569079123587,0.09988895058301
312,USE,lower,mean,l1,18.9114922417535,0.131292443677913,0.105052748473071
377,USE,lower,mean,l2,1.04061113868501,0.13094160855911,0.093448084397557
568,USE,none,mean,l1,18.9485660129123,0.130596012253453,0.101776790671849
122,USE,lower_clean,mean,l2,1.04701976805349,0.13059365566912,0.088450860632982
504,USE,lower,median,l2,1.03377854613121,0.130593453483802,0.140199888950583
441,USE,lower,median,l1,19.4416471208845,0.13015788065293,0.097556912826208
697,USE,none,median,l1,19.3411460149856,0.130051590713672,0.101166018878401
58,USE,lower_clean,mean,l1,19.3995106409466,0.129651101507326,0.08306496390894
633,USE,none,mean,l2,1.05284670138552,0.129549530541196,0.083731260410883
186,USE,lower_clean,median,l1,19.6813704475524,0.129518551940124,0.089450305385897
760,USE,none,median,l2,1.03775252027178,0.129510848346255,0.133425874514159
139,USE,lower_clean,median,l1,3.73267370557028,0.129467296021578,0.928317601332593
378,USE,lower,mean,l2,1.05886747445141,0.129323940700242,0.080399777901166
123,USE,lower_clean,mean,l2,1.06507183301993,0.12927238414762,0.077734591893393
313,USE,lower,mean,l1,19.2491974603562,0.129056164311048,0.086451971127152
59,USE,lower_clean,mean,l1,19.7339849623423,0.128688010043942,0.07518045530261
569,USE,none,mean,l1,19.2869332631429,0.128643216080402,0.085341476957246
124,USE,lower_clean,mean,l2,1.08312389798637,0.128531220681747,0.071626873958912
634,USE,none,mean,l2,1.07131769614667,0.128451882845188,0.074736257634648
379,USE,lower,mean,l2,1.07712381021781,0.12843270335178,0.073070516379789
442,USE,lower,median,l1,19.7827286493211,0.128358051406555,0.083009439200444
125,USE,lower_clean,mean,l2,1.10117596295281,0.128277153558052,0.069516935036091
126,USE,lower_clean,mean,l2,1.11922802791925,0.128190466288922,0.068795113825652
127,USE,lower_clean,mean,l2,1.13728009288569,0.128150496284363,0.068461965574681
60,USE,lower_clean,mean,l1,20.0684592837379,0.128111655035934,0.070405330372016
380,USE,lower,mean,l2,1.09538014598422,0.128058302967205,0.069961132704053
698,USE,none,median,l1,19.6804643661257,0.128022007088822,0.084786229872293
187,USE,lower_clean,median,l1,20.0207044207861,0.128010072923771,0.077123820099945
314,USE,lower,mean,l1,19.586902678959,0.127972284919427,0.077568017767907
635,USE,none,mean,l2,1.08978869090782,0.127963319960402,0.070682953914492
381,USE,lower,mean,l2,1.11363648175062,0.127938423132931,0.068961687951138
61,USE,lower_clean,mean,l1,20.4029336051335,0.127931769722815,0.068906163242643
62,USE,lower_clean,mean,l1,20.7374079265292,0.127891863789966,0.068573014991671
382,USE,lower,mean,l2,1.13189281751702,0.127891863789966,0.068573014991671
63,USE,lower_clean,mean,l1,21.0718822479248,0.127858627858628,0.068295391449195
383,USE,lower,mean,l2,1.15014915328343,0.127858627858628,0.068295391449195
250,USE,lower_clean,median,l2,1.06093822952015,0.127802447741796,0.105719044975014
636,USE,none,mean,l2,1.10825968566897,0.127763616501066,0.069017212659634
637,USE,none,mean,l2,1.12673068043012,0.127703826955075,0.068517490283176
638,USE,none,mean,l2,1.14520167519127,0.127670634714353,0.0682398667407
639,USE,none,mean,l2,1.16367266995242,0.127663998336625,0.068184342032204
570,USE,none,mean,l1,19.6253005133735,0.127463312368973,0.075624652970572
443,USE,lower,median,l1,20.1238101777576,0.127376525428167,0.074902831760133
188,USE,lower_clean,median,l1,20.3600383940197,0.127335351215948,0.071515824541921
315,USE,lower,mean,l1,19.9246078975617,0.127244258872651,0.071515824541921
15,USE,lower_clean,mean,l1,5.01711482093448,0.127027027027027,0.928262076624098
189,USE,lower_clean,median,l1,20.6993723672534,0.126990735921724,0.068628539700167
699,USE,none,median,l1,20.0197827172658,0.126920858026958,0.075680177679067
316,USE,lower,mean,l1,20.2623131161644,0.126919673069915,0.068795113825652
190,USE,lower_clean,median,l1,21.038706340487,0.126904873355178,0.067906718489728
191,USE,lower_clean,median,l1,21.3780403137207,0.126885075403016,0.067740144364242
571,USE,none,mean,l1,19.9636677636041,0.126864893062076,0.070627429205997
317,USE,lower,mean,l1,20.6000183347672,0.12684043494095,0.068128817323709
318,USE,lower,mean,l1,20.9377235533699,0.126794258373206,0.067740144364242
319,USE,lower,mean,l1,21.2754287719727,0.126787664465131,0.067684619655747
444,USE,lower,median,l1,20.4648917061942,0.1267524886642,0.069683509161577
505,USE,lower,median,l2,1.05223887731213,0.126653961339504,0.109439200444198
572,USE,none,mean,l1,20.3020350138346,0.12660072878709,0.068406440866186
445,USE,lower,median,l1,20.8059732346308,0.126567785584179,0.068128817323709
573,USE,none,mean,l1,20.6404022640652,0.126548027890519,0.067962243198223
446,USE,lower,median,l1,21.1470547630673,0.126515112105291,0.067684619655747
574,USE,none,mean,l1,20.9787695142958,0.126501950585176,0.067573570238756
447,USE,lower,median,l1,21.4881362915039,0.126495370851971,0.067518045530261
575,USE,none,mean,l1,21.3171367645264,0.126495370851971,0.067518045530261
700,USE,none,median,l1,20.3591010684059,0.126271849726063,0.07023875624653
701,USE,none,median,l1,20.698419419546,0.126028538693886,0.068184342032204
702,USE,none,median,l1,21.0377377706861,0.1259367194005,0.06740699611327
703,USE,none,median,l1,21.3770561218262,0.125910509885536,0.067184897279289
80,USE,lower_clean,mean,l2,0.288833039463031,0.125760649087221,0.928206551915602
761,USE,none,median,l2,1.05628381527664,0.12571737953438,0.103387007218212
593,USE,none,mean,l2,0.314006910939541,0.125675675675676,0.928151027207107
251,USE,lower_clean,median,l2,1.07923026796015,0.125278692005521,0.08506385341477
506,USE,lower,median,l2,1.07069920849304,0.124218958611482,0.089450305385897
252,USE,lower_clean,median,l2,1.09752230640015,0.123949579831933,0.073847862298723
762,USE,none,median,l2,1.07481511028149,0.123431852009356,0.084397556912826
253,USE,lower_clean,median,l2,1.11581434484016,0.123308427817545,0.06835091615769
719,USE,none,median,l2,0.277969425072799,0.123306233062331,0.928151027207107
205,USE,lower_clean,median,l2,0.237796499720033,0.123139377537212,0.928039977790117
337,USE,lower,mean,l2,0.310357708028861,0.123139377537212,0.928039977790117
528,USE,none,mean,l1,5.41387600368924,0.123139377537212,0.928039977790117
254,USE,lower_clean,median,l2,1.13410638328016,0.123076923076923,0.06635202665186
255,USE,lower_clean,median,l2,1.15239842172016,0.122980719124544,0.065519156024431
507,USE,lower,median,l2,1.08915953967396,0.122763498179131,0.077123820099945
763,USE,none,median,l2,1.09334640528634,0.122204094521341,0.073903387007218
463,USE,lower,median,l2,0.276904967713718,0.122033898305085,0.928095502498612
272,USE,lower,mean,l1,5.40328349764385,0.12186865267434,0.927984453081621
508,USE,lower,median,l2,1.10761987085487,0.121863048147954,0.069350360910605
764,USE,none,median,l2,1.1118777002912,0.121532502878677,0.068073292615214
509,USE,lower,median,l2,1.12608020203579,0.121474827658241,0.065963353692393
510,USE,lower,median,l2,1.1445405332167,0.121373408474223,0.065074958356469
511,USE,lower,median,l2,1.16300086439762,0.121316434569447,0.064575235980011
765,USE,none,median,l2,1.13040899529605,0.121221613155834,0.065352581898945
766,USE,none,median,l2,1.1489402903009,0.121158361596661,0.064797334813992
767,USE,none,median,l2,1.16747158530576,0.121120442334776,0.064464186563021
138,USE,lower_clean,median,l1,3.39333973233662,0.12059620596206,0.927928928373126
204,USE,lower_clean,median,l2,0.219504461280031,0.119402985074627,0.927928928373126
137,USE,lower_clean,median,l1,3.05400575910296,0.118046132971506,0.927817878956135
136,USE,lower_clean,median,l1,2.7146717858693,0.115489130434783,0.927706829539145
396,USE,lower,median,l1,4.09297834123884,0.114363512593601,0.92776235424764
652,USE,none,median,l1,4.07182021368118,0.113079019073569,0.927706829539145
203,USE,lower_clean,median,l2,0.201212422840028,0.113002042205582,0.92765130483065
718,USE,none,median,l2,0.259438130067946,0.111792774369462,0.92765130483065
202,USE,lower_clean,median,l2,0.182920384400025,0.111716621253406,0.927595780122154
79,USE,lower_clean,mean,l2,0.270780974496592,0.110429447852761,0.927540255413659
462,USE,lower,median,l2,0.258444636532803,0.109215017064846,0.927540255413659
135,USE,lower_clean,median,l1,2.37533781263563,0.109140518417462,0.927484730705164
201,USE,lower_clean,median,l2,0.164628345960023,0.107849829351536,0.927429205996669
651,USE,none,median,l1,3.73250186254108,0.106703146374829,0.927484730705164
14,USE,lower_clean,mean,l1,4.68264049953885,0.10655737704918,0.927373681288173
128,USE,lower_clean,median,l1,0,0.105263157894737,0.927318156579678
129,USE,lower_clean,median,l1,0.339333973233662,0.105263157894737,0.927318156579678
130,USE,lower_clean,median,l1,0.678667946467324,0.105263157894737,0.927318156579678
131,USE,lower_clean,median,l1,1.01800191970099,0.105263157894737,0.927318156579678
132,USE,lower_clean,median,l1,1.35733589293465,0.105263157894737,0.927318156579678
133,USE,lower_clean,median,l1,1.69666986616831,0.105263157894737,0.927318156579678
134,USE,lower_clean,median,l1,2.03600383940197,0.105263157894737,0.927318156579678
192,USE,lower_clean,median,l2,0,0.105263157894737,0.927318156579678
193,USE,lower_clean,median,l2,0.018292038440003,0.105263157894737,0.927318156579678
194,USE,lower_clean,median,l2,0.036584076880005,0.105263157894737,0.927318156579678
195,USE,lower_clean,median,l2,0.054876115320008,0.105263157894737,0.927318156579678
196,USE,lower_clean,median,l2,0.07316815376001,0.105263157894737,0.927318156579678
197,USE,lower_clean,median,l2,0.091460192200013,0.105263157894737,0.927318156579678
198,USE,lower_clean,median,l2,0.109752230640015,0.105263157894737,0.927318156579678
199,USE,lower_clean,median,l2,0.128044269080018,0.105263157894737,0.927318156579678
200,USE,lower_clean,median,l2,0.14633630752002,0.105263157894737,0.927318156579678
395,USE,lower,median,l1,3.75189681280227,0.104109589041096,0.927373681288173
592,USE,none,mean,l2,0.295535916178392,0.10403832991102,0.927318156579678
717,USE,none,median,l2,0.240906835063093,0.101508916323731,0.927262631871183
527,USE,none,mean,l1,5.07550875345866,0.100137174211248,0.927151582454192
461,USE,lower,median,l2,0.239984305351889,0.098901098901099,0.927151582454192
271,USE,lower,mean,l1,5.06557827904111,0.097527472527473,0.927040533037201
336,USE,lower,mean,l2,0.292101372262458,0.097527472527473,0.927040533037201
394,USE,lower,median,l1,3.4108152843657,0.094975911906401,0.926985008328706
650,USE,none,median,l1,3.39318351140098,0.094975911906401,0.926985008328706
716,USE,none,median,l2,0.222375540058239,0.094975911906401,0.926985008328706
13,USE,lower_clean,mean,l1,4.34816617814321,0.094910591471802,0.926929483620211
78,USE,lower_clean,mean,l2,0.252728909530152,0.094910591471802,0.926929483620211
460,USE,lower,median,l2,0.221523974170974,0.09366391184573,0.926929483620211
393,USE,lower,median,l1,3.06973375592913,0.091097308488613,0.926873958911716
649,USE,none,median,l1,3.05386516026088,0.088458880442294,0.926762909494725
526,USE,none,mean,l1,4.73714150322808,0.088336783988958,0.926651860077735
392,USE,lower,median,l1,2.72865222749256,0.087136929460581,0.92670738478623
591,USE,none,mean,l2,0.277064921417242,0.087016574585635,0.926596335369239
459,USE,lower,median,l2,0.20306364299006,0.085813148788927,0.926651860077735
648,USE,none,median,l1,2.71454680912078,0.085813148788927,0.926651860077735
335,USE,lower,mean,l2,0.273845036496054,0.085694540428473,0.926540810660744
391,USE,lower,median,l1,2.38757069905599,0.084546084546085,0.926651860077735
715,USE,none,median,l2,0.203844245053386,0.084487534626039,0.926596335369239
270,USE,lower,mean,l1,4.72787306043837,0.084370677731674,0.926485285952249
458,USE,lower,median,l2,0.184603311809145,0.083217753120666,0.926596335369239
647,USE,none,median,l1,2.37522845798069,0.083217753120666,0.926596335369239
455,USE,lower,median,l2,0.129222318266402,0.081887578070784,0.926540810660744
456,USE,lower,median,l2,0.147682649447316,0.081887578070784,0.926540810660744
457,USE,lower,median,l2,0.166142980628231,0.081887578070784,0.926540810660744
714,USE,none,median,l2,0.185312950048533,0.081887578070784,0.926540810660744
12,USE,lower_clean,mean,l1,4.01369185674758,0.081774081774082,0.926429761243753
77,USE,lower_clean,mean,l2,0.234676844563713,0.081774081774082,0.926429761243753
711,USE,none,median,l2,0.129719065033973,0.080555555555556,0.926485285952249
712,USE,none,median,l2,0.148250360038826,0.080555555555556,0.926485285952249
713,USE,none,median,l2,0.16678165504368,0.080555555555556,0.926485285952249
384,USE,lower,median,l1,0,0.079221681723419,0.926429761243753
385,USE,lower,median,l1,0.34108152843657,0.079221681723419,0.926429761243753
386,USE,lower,median,l1,0.68216305687314,0.079221681723419,0.926429761243753
387,USE,lower,median,l1,1.02324458530971,0.079221681723419,0.926429761243753
388,USE,lower,median,l1,1.36432611374628,0.079221681723419,0.926429761243753
389,USE,lower,median,l1,1.70540764218285,0.079221681723419,0.926429761243753
390,USE,lower,median,l1,2.04648917061942,0.079221681723419,0.926429761243753
448,USE,lower,median,l2,0,0.079221681723419,0.926429761243753
449,USE,lower,median,l2,0.018460331180915,0.079221681723419,0.926429761243753
450,USE,lower,median,l2,0.036920662361829,0.079221681723419,0.926429761243753
451,USE,lower,median,l2,0.055380993542744,0.079221681723419,0.926429761243753
452,USE,lower,median,l2,0.073841324723658,0.079221681723419,0.926429761243753
453,USE,lower,median,l2,0.092301655904573,0.079221681723419,0.926429761243753
454,USE,lower,median,l2,0.110761987085487,0.079221681723419,0.926429761243753
11,USE,lower_clean,mean,l1,3.67921753535195,0.07911172796669,0.926318711826763
640,USE,none,median,l1,0,0.0778859527121,0.926374236535258
641,USE,none,median,l1,0.339318351140098,0.0778859527121,0.926374236535258
642,USE,none,median,l1,0.678636702280196,0.0778859527121,0.926374236535258
643,USE,none,median,l1,1.01795505342029,0.0778859527121,0.926374236535258
644,USE,none,median,l1,1.35727340456039,0.0778859527121,0.926374236535258
645,USE,none,median,l1,1.69659175570049,0.0778859527121,0.926374236535258
646,USE,none,median,l1,2.03591010684059,0.0778859527121,0.926374236535258
704,USE,none,median,l2,0,0.0778859527121,0.926374236535258
705,USE,none,median,l2,0.018531295004853,0.0778859527121,0.926374236535258
706,USE,none,median,l2,0.037062590009707,0.0778859527121,0.926374236535258
707,USE,none,median,l2,0.05559388501456,0.0778859527121,0.926374236535258
708,USE,none,median,l2,0.074125180019413,0.0778859527121,0.926374236535258
709,USE,none,median,l2,0.092656475024267,0.0778859527121,0.926374236535258
710,USE,none,median,l2,0.11118777002912,0.0778859527121,0.926374236535258
76,USE,lower_clean,mean,l2,0.216624779597273,0.076441973592773,0.926207662409772
525,USE,none,mean,l1,4.3987742529975,0.07505211952745,0.926096612992782
590,USE,none,mean,l2,0.258593926656093,0.07505211952745,0.926096612992782
8,USE,lower_clean,mean,l1,2.67579457116505,0.072423398328691,0.926041088284287
9,USE,lower_clean,mean,l1,3.01026889256069,0.072423398328691,0.926041088284287
10,USE,lower_clean,mean,l1,3.34474321395632,0.072423398328691,0.926041088284287
73,USE,lower_clean,mean,l2,0.162468584697955,0.072423398328691,0.926041088284287
74,USE,lower_clean,mean,l2,0.180520649664394,0.072423398328691,0.926041088284287
75,USE,lower_clean,mean,l2,0.198572714630834,0.072423398328691,0.926041088284287
269,USE,lower,mean,l1,4.39016784183563,0.072372999304106,0.925985563575791
334,USE,lower,mean,l2,0.25558870072965,0.072372999304106,0.925985563575791
1,USE,lower_clean,mean,l1,0.334474321395632,0.069735006973501,0.925930038867296
2,USE,lower_clean,mean,l1,0.668948642791264,0.069735006973501,0.925930038867296
3,USE,lower_clean,mean,l1,1.0034229641869,0.069735006973501,0.925930038867296
4,USE,lower_clean,mean,l1,1.33789728558253,0.069735006973501,0.925930038867296
5,USE,lower_clean,mean,l1,1.67237160697816,0.069735006973501,0.925930038867296
6,USE,lower_clean,mean,l1,2.00684592837379,0.069735006973501,0.925930038867296
7,USE,lower_clean,mean,l1,2.34132024976942,0.069735006973501,0.925930038867296
65,USE,lower_clean,mean,l2,0.01805206496644,0.069735006973501,0.925930038867296
66,USE,lower_clean,mean,l2,0.036104129932879,0.069735006973501,0.925930038867296
67,USE,lower_clean,mean,l2,0.054156194899318,0.069735006973501,0.925930038867296
68,USE,lower_clean,mean,l2,0.072208259865758,0.069735006973501,0.925930038867296
69,USE,lower_clean,mean,l2,0.090260324832197,0.069735006973501,0.925930038867296
70,USE,lower_clean,mean,l2,0.108312389798637,0.069735006973501,0.925930038867296
71,USE,lower_clean,mean,l2,0.126364454765076,0.069735006973501,0.925930038867296
72,USE,lower_clean,mean,l2,0.144416519731516,0.069735006973501,0.925930038867296
589,USE,none,mean,l2,0.240122931894943,0.064380685794262,0.92576346474181
524,USE,none,mean,l1,4.06040700276693,0.06166783461808,0.92565241532482
0,USE,lower_clean,mean,l1,0,0.061624649859944,0.925596890616324
64,USE,lower_clean,mean,l2,0,0.061624649859944,0.925596890616324
268,USE,lower,mean,l1,4.05246262323289,0.058947368421053,0.925541365907829
333,USE,lower,mean,l2,0.237332364963247,0.058947368421053,0.925541365907829
523,USE,none,mean,l1,3.72203975253635,0.057584269662921,0.925485841199333
588,USE,none,mean,l2,0.221651937133794,0.057584269662921,0.925485841199333
267,USE,lower,mean,l1,3.71475740463015,0.054852320675106,0.925374791782343
332,USE,lower,mean,l2,0.219076029196843,0.054852320675106,0.925374791782343
331,USE,lower,mean,l2,0.20081969343044,0.049365303244006,0.925152692948362
587,USE,none,mean,l2,0.203180942372644,0.049365303244006,0.925152692948362
263,USE,lower,mean,l1,2.36393653021918,0.048022598870057,0.925152692948362
264,USE,lower,mean,l1,2.70164174882192,0.048022598870057,0.925152692948362
265,USE,lower,mean,l1,3.03934696742466,0.048022598870057,0.925152692948362
327,USE,lower,mean,l2,0.127794350364825,0.048022598870057,0.925152692948362
328,USE,lower,mean,l2,0.146050686131229,0.048022598870057,0.925152692948362
